averageRating,vote_average,numVotes,vote_count,budget,revenue,runtime,genres,original_language,title,release_year
8.8,8.364,2767665,34495,160000000,825532764,148,"Action, Science Fiction, Adventure",en,Inception,2010.0
8.7,8.417,2453389,32571,165000000,701729206,169,"Adventure, Drama, Science Fiction",en,Interstellar,2014.0
9.1,8.512,3114183,30619,185000000,1004558444,152,"Drama, Action, Crime, Thriller",en,The Dark Knight,2008.0
7.9,7.573,1468944,29815,237000000,2923706026,162,"Action, Adventure, Fantasy, Science Fiction",en,Avatar,2009.0
8.0,7.71,1538593,29166,220000000,1518815515,143,"Science Fiction, Action, Adventure",en,The Avengers,2012.0
8.0,7.606,1236122,28894,58000000,783100000,108,"Action, Adventure, Comedy",en,Deadpool,2016.0
8.4,8.255,1341613,27713,300000000,2052415039,149,"Adventure, Action, Science Fiction",en,Avengers: Infinity War,2018.0
8.8,8.438,2553278,27238,63000000,100853753,139,Drama,en,Fight Club,1999.0
8.0,7.906,1346011,26638,170000000,772776600,121,"Action, Science Fiction, Adventure",en,Guardians of the Galaxy,2014.0
8.8,8.488,2398086,25893,8500000,213900000,154,"Thriller, Crime",en,Pulp Fiction,1994.0
8.8,8.477,2453594,25409,55000000,677387716,142,"Comedy, Drama, Romance",en,Forrest Gump,1994.0
7.7,7.916,934231,25379,125000000,976475550,152,"Adventure, Fantasy",en,Harry Potter and the Philosopher's Stone,2001.0
7.9,7.64,1204968,24874,140000000,585174222,126,"Action, Science Fiction, Adventure",en,Iron Man,2008.0
8.5,8.171,1850242,24672,100000000,425368238,165,"Drama, Western",en,Django Unchained,2012.0
9.3,8.702,3138011,24649,25000000,28341469,142,"Drama, Crime",en,The Shawshank Redemption,1994.0
8.4,8.263,1413670,23857,356000000,2800000000,181,"Adventure, Science Fiction, Action",en,Avengers: Endgame,2019.0
8.7,8.206,2214847,23815,63000000,463517383,136,"Action, Science Fiction",en,The Matrix,1999.0
7.9,7.9,1371399,23637,200000000,2264162353,194,"Drama, Romance",en,Titanic,1997.0
8.3,8.168,1662151,23425,55000000,1074458282,122,"Crime, Thriller, Drama",en,Joker,2019.0
8.9,8.402,2169025,23323,93000000,871368364,179,"Adventure, Fantasy, Action",en,The Lord of the Rings: The Fellowship of the Ring,2001.0
9.0,8.474,2131274,22334,94000000,1118888979,201,"Adventure, Fantasy, Action",en,The Lord of the Rings: The Return of the King,2003.0
8.2,8.2,1607996,22318,80000000,294800000,138,"Drama, Thriller, Mystery",en,Shutter Island,2010.0
8.2,8.035,1747170,22222,100000000,392000000,180,"Crime, Drama, Comedy",en,The Wolf of Wall Street,2013.0
7.3,7.276,985131,21754,365000000,1405403694,141,"Action, Adventure, Science Fiction",en,Avengers: Age of Ultron,2015.0
7.8,7.4,913405,21541,250000000,1155046416,147,"Adventure, Action, Science Fiction",en,Captain America: Civil War,2016.0
8.4,7.777,1964816,21335,250000000,1081041287,165,"Action, Crime, Drama, Thriller",en,The Dark Knight Rises,2012.0
7.1,6.928,952814,21064,200000000,1215577205,130,"Action, Adventure, Science Fiction",en,Iron Man 3,2013.0
7.3,7.39,897269,21053,200000000,1349926083,135,"Action, Adventure, Science Fiction",en,Black Panther,2018.0
7.5,7.427,867282,20935,180000000,676343174,115,"Action, Adventure, Fantasy",en,Doctor Strange,2016.0
8.1,7.582,1192766,20911,150000000,378858340,121,"Action, Adventure, Science Fiction",en,Mad Max: Fury Road,2015.0
8.4,8.215,1747427,20746,70000000,321457747,153,"Drama, Thriller, War",en,Inglourious Basterds,2009.0
7.2,7.193,1067120,20636,75000000,694394724,142,"Science Fiction, Adventure, Fantasy",en,The Hunger Games,2012.0
7.4,7.345,782315,20507,175000000,880166924,133,"Action, Adventure, Science Fiction, Drama",en,Spider-Man: Homecoming,2017.0
7.5,7.721,753050,20390,100000000,876688482,161,"Adventure, Fantasy",en,Harry Potter and the Chamber of Secrets,2002.0
7.6,7.624,816495,20353,200000000,863756051,137,"Science Fiction, Adventure, Action",en,Guardians of the Galaxy Vol. 2,2017.0
8.8,8.385,1925080,20274,79000000,926287400,179,"Adventure, Fantasy, Action",en,The Lord of the Rings: The Two Towers,2002.0
6.9,6.995,954648,20269,140000000,370569774,124,"Action, Adventure, Science Fiction",en,Captain America: The First Avenger,2011.0
5.9,5.909,753255,20097,175000000,746846894,123,"Action, Adventure, Fantasy",en,Suicide Squad,2016.0
7.9,8.02,753282,20038,130000000,789804554,141,"Adventure, Fantasy",en,Harry Potter and the Prisoner of Azkaban,2004.0
7.0,6.768,953919,20023,150000000,449326618,115,"Adventure, Fantasy, Action",en,Thor,2011.0
6.9,6.835,924693,19756,200000000,623933331,124,"Adventure, Action, Science Fiction",en,Iron Man 2,2010.0
8.2,7.701,1688653,19561,150000000,374218673,140,"Action, Crime, Drama",en,Batman Begins,2005.0
7.9,7.595,880438,19539,180000000,855301806,131,"Action, Adventure, Science Fiction",en,Thor: Ragnarok,2017.0
8.1,7.922,896945,19463,175000000,857611174,95,"Animation, Family, Adventure, Drama, Comedy",en,Inside Out,2015.0
6.9,6.682,720037,19414,150000000,1671537444,124,"Action, Adventure, Science Fiction, Thriller",en,Jurassic World,2015.0
8.6,8.368,1982894,19403,33000000,327311859,127,"Crime, Mystery, Thriller",en,Se7en,1995.0
7.7,7.816,739500,19287,150000000,895921036,157,"Adventure, Fantasy",en,Harry Potter and the Goblet of Fire,2005.0
8.1,7.794,1302513,19233,140000000,655011224,143,"Adventure, Fantasy, Action",en,Pirates of the Caribbean: The Curse of the Black Pearl,2003.0
8.1,8.105,1027806,19183,125000000,1341511219,130,"Fantasy, Adventure",en,Harry Potter and the Deathly Hallows: Part 2,2011.0
8.6,8.204,1549300,19155,11000000,775398007,121,"Adventure, Action, Science Fiction",en,Star Wars,1977.0
7.3,7.236,730163,18954,149000000,822854286,141,"Action, Adventure, Fantasy",en,Wonder Woman,2017.0
8.3,7.949,1215865,18857,175000000,735099082,96,"Animation, Comedy, Family, Adventure",en,Up,2009.0
7.2,7.082,770005,18730,130000000,519311965,117,"Science Fiction, Action, Adventure",en,Ant-Man,2015.0
9.2,8.707,2190418,18677,6000000,245066411,175,"Drama, Crime",en,The Godfather,1972.0
8.0,7.678,991987,18525,108000000,630600000,141,"Drama, Adventure, Science Fiction",en,The Martian,2015.0
8.5,8.314,1427390,18442,19000000,381109762,116,"Adventure, Comedy, Science Fiction",en,Back to the Future,1985.0
7.7,7.293,1015864,18352,245000000,2068223624,136,"Adventure, Action, Science Fiction",en,Star Wars: The Force Awakens,2015.0
8.2,7.99,993621,18299,200000000,1921847111,148,"Action, Adventure, Science Fiction",en,Spider-Man: No Way Home,2021.0
7.5,7.686,687341,18177,150000000,938212738,138,"Adventure, Fantasy",en,Harry Potter and the Order of the Phoenix,2007.0
7.6,7.697,647935,18127,250000000,933959197,153,"Adventure, Fantasy",en,Harry Potter and the Half-Blood Prince,2009.0
8.1,7.8,912894,18116,97000000,619021436,137,"Action, Drama, Science Fiction",en,Logan,2017.0
8.2,7.824,1190034,18061,94000000,940335536,100,"Animation, Family",en,Finding Nemo,2003.0
7.3,7.242,679029,18018,40000000,701800000,135,"Horror, Fantasy",en,It,2017.0
7.5,7.421,811446,17923,20000000,88761661,101,"Action, Thriller",en,John Wick,2014.0
7.2,7.334,535227,17892,180000000,809342332,132,"Fantasy, Adventure, Family",en,Fantastic Beasts and Where to Find Them,2016.0
7.7,7.763,652013,17782,250000000,954305868,146,"Adventure, Fantasy",en,Harry Potter and the Deathly Hallows: Part 1,2010.0
8.4,8.222,687947,17742,175000000,800526015,105,"Family, Animation, Fantasy, Music, Comedy, Adventure",en,Coco,2017.0
7.7,7.671,958803,17692,170000000,714766572,136,"Action, Adventure, Science Fiction",en,Captain America: The Winter Soldier,2014.0
7.4,7.279,950450,17653,139000000,821708551,121,"Fantasy, Action",en,Spider-Man,2002.0
8.4,8.078,1299523,17446,180000000,521311860,98,"Animation, Family, Science Fiction",en,WALL·E,2008.0
8.1,7.892,1151577,17381,61000000,369330363,149,"Mystery, Thriller, Drama",en,Gone Girl,2014.0
7.8,7.339,918022,17356,250000000,1021103568,169,"Adventure, Fantasy, Action",en,The Hobbit: An Unexpected Journey,2012.0
8.1,7.835,1057670,17189,115000000,579707738,92,"Animation, Comedy, Family",en,"Monsters, Inc.",2001.0
8.3,7.971,1154565,17152,30000000,394400000,81,"Animation, Adventure, Family, Comedy",en,Toy Story,1995.0
8.0,7.5,934014,17114,135000000,532950503,157,"Western, Drama, Adventure",en,The Revenant,2015.0
6.4,5.952,785311,17081,250000000,873637528,152,"Action, Adventure, Fantasy",en,Batman v Superman: Dawn of Justice,2016.0
8.5,8.256,1239508,16991,45000000,763455561,89,"Family, Animation, Drama",en,The Lion King,1994.0
8.5,8.209,1818509,16962,103000000,465361176,155,"Action, Drama, Adventure",en,Gladiator,2000.0
8.2,8.133,1339472,16827,60000000,264118201,103,"Comedy, Drama",en,The Truman Show,1998.0
8.0,7.704,884584,16584,92000000,631442092,115,"Action, Adventure, Animation, Family",en,The Incredibles,2004.0
7.9,7.6,846096,16564,47000000,203388186,116,"Drama, Science Fiction, Mystery",en,Arrival,2016.0
8.5,8.515,1128015,16430,11363000,257591776,133,"Comedy, Thriller, Drama",ko,Parasite,2019.0
6.7,6.538,767710,16359,170000000,644783140,112,"Action, Adventure, Fantasy",en,Thor: The Dark World,2013.0
6.9,6.691,752421,16352,215000000,757930663,136,"Action, Adventure, Fantasy",en,The Amazing Spider-Man,2012.0
7.3,7.337,611577,16345,9000000,278454358,117,"Horror, Thriller",en,Split,2017.0
7.6,7.492,733137,16324,110000000,785896609,120,"Action, Comedy, Adventure",en,Deadpool 2,2018.0
8.4,8.218,1206357,16205,19000000,44781695,144,"Horror, Thriller",en,The Shining,1980.0
8.2,7.97,1285386,16188,30000000,180906076,111,"Action, Crime",en,Kill Bill: Vol. 1,2003.0
7.5,7.4,763949,16182,130000000,865011746,146,"Adventure, Action, Science Fiction",en,The Hunger Games: Catching Fire,2013.0
8.5,8.277,1009894,16083,13000000,426588510,113,"Drama, Comedy",fr,The Intouchables,2011.0
7.8,7.62,795987,16081,4500000,255407969,104,"Mystery, Thriller, Horror",en,Get Out,2017.0
8.0,8.007,868803,15973,14000000,233555708,113,"History, Drama, Thriller, War",en,The Imitation Game,2014.0
7.9,7.997,636526,15965,52000000,903992901,135,"Music, Drama, History",en,Bohemian Rhapsody,2018.0
8.6,8.507,1535209,15937,60000000,286801374,189,"Fantasy, Drama, Crime",en,The Green Mile,1999.0
6.8,7.173,552558,15901,34000000,348319861,113,"Action, Mystery, Science Fiction, Thriller",en,The Maze Runner,2014.0
7.7,7.312,914328,15812,35000000,469310836,100,Comedy,en,The Hangover,2009.0
8.7,8.4,1483434,15773,18000000,538400000,124,"Adventure, Action, Science Fiction",en,The Empire Strikes Back,1980.0
7.9,7.73,797645,15765,60000000,487853320,90,"Animation, Comedy, Fantasy, Adventure, Family",en,Shrek,2001.0
8.1,7.809,922284,15728,150000000,623726000,111,"Animation, Comedy, Family, Fantasy",en,Ratatouille,2007.0
7.7,7.636,768110,15664,81000000,414351546,129,"Crime, Comedy, Action, Adventure",en,Kingsman: The Secret Service,2014.0
8.0,7.897,745254,15625,30000000,447407695,129,"Comedy, Drama, Romance, Music",en,La La Land,2016.0
7.4,7.2,703664,15520,150000000,1274219009,102,"Animation, Family, Adventure, Fantasy",en,Frozen,2013.0
7.8,7.456,794939,15464,150000000,527000000,107,"War, Action, Drama",en,Dunkirk,2017.0
8.0,7.748,611834,15230,150000000,1023784195,109,"Animation, Adventure, Family, Comedy",en,Zootopia,2016.0
6.4,6.44,571905,15181,40000000,458863600,89,"Action, Science Fiction",en,Lucy,2014.0
8.2,7.941,1157745,15141,63000000,920100000,127,"Adventure, Science Fiction",en,Jurassic Park,1993.0
8.6,8.3,1690934,15003,19000000,272742922,119,"Crime, Drama, Thriller",en,The Silence of the Lambs,1991.0
8.6,8.539,948021,14913,19000000,274925095,125,"Animation, Family, Fantasy",ja,Spirited Away,2001.0
7.1,6.967,354692,14871,160000000,1266115964,129,"Family, Fantasy, Romance",en,Beauty and the Beast,2017.0
7.4,7.346,815037,14868,200000000,1065659812,151,"Adventure, Fantasy, Action",en,Pirates of the Caribbean: Dead Man's Chest,2006.0
7.8,7.738,544587,14732,165000000,657827828,102,"Adventure, Family, Animation, Action, Comedy",en,Big Hero 6,2014.0
7.2,7.345,761400,14726,75000000,351723989,116,"Thriller, Crime",en,Now You See Me,2013.0
6.6,6.796,538153,14725,125000000,755356711,123,"Science Fiction, Adventure, Thriller",en,The Hunger Games: Mockingjay - Part 1,2014.0
6.6,6.826,596537,14724,116000000,856085151,112,"Science Fiction, Action",en,Venom,2018.0
8.5,8.203,1561958,14696,40000000,109676311,130,"Drama, Mystery, Science Fiction",en,The Prestige,2006.0
7.2,7.201,866030,14675,150000000,585410052,101,"Drama, Science Fiction, Thriller",en,I Am Legend,2007.0
8.6,8.209,1613834,14658,70000000,481840909,169,"Drama, History, War",en,Saving Private Ryan,1998.0
6.7,6.843,649656,14657,152000000,1131416446,124,"Action, Adventure, Science Fiction",en,Captain Marvel,2019.0
7.5,7.5,671738,14634,34000000,226945087,113,"Action, Crime",en,Baby Driver,2017.0
9.0,8.573,1565360,14594,22000000,321365567,195,"Drama, History, War",en,Schindler's List,1993.0
8.3,7.892,1193043,14591,32350000,572700000,132,"Adventure, Action, Science Fiction",en,Return of the Jedi,1983.0
7.3,7.447,623322,14495,160000000,1131927996,129,"Action, Adventure, Science Fiction",en,Spider-Man: Far From Home,2019.0
7.8,7.227,764327,14466,200000000,1142471295,143,"Action, Adventure, Thriller",en,Skyfall,2012.0
7.7,7.162,892925,14463,105000000,723192705,91,"Science Fiction, Thriller, Drama",en,Gravity,2013.0
7.9,7.5,781528,14433,250000000,747862775,132,"Action, Adventure, Science Fiction",en,X-Men: Days of Future Past,2014.0
7.4,7.6,533412,14430,175000000,607274134,140,"Adventure, Action, Science Fiction",en,Ready Player One,2018.0
7.0,6.807,772834,14409,200000000,531865000,116,"Action, Drama, Horror, Science Fiction, Thriller",en,World War Z,2013.0
8.1,7.971,1207273,14393,52000000,352114312,141,"Drama, Crime",en,Catch Me If You Can,2002.0
7.8,7.488,744499,14354,200000000,1056057273,133,"Action, Adventure, Science Fiction",en,Rogue One: A Star Wars Story,2016.0
6.8,6.825,709725,14312,200000000,1332698830,152,"Adventure, Action, Science Fiction",en,Star Wars: The Last Jedi,2017.0
7.1,6.614,858834,14310,225000000,668045518,143,"Action, Adventure, Science Fiction",en,Man of Steel,2013.0
7.6,7.227,624123,14147,69000000,533679475,95,"Family, Animation, Comedy",en,Despicable Me,2010.0
7.5,7.258,770107,14096,200000000,788976453,127,"Action, Adventure, Fantasy",en,Spider-Man 2,2004.0
8.4,8.404,768030,14024,90000000,375464627,117,"Action, Adventure, Animation, Science Fiction",en,Spider-Man: Into the Spider-Verse,2018.0
6.7,7.04,564294,13967,150000000,474968763,115,"Adventure, Comedy, Family, Fantasy",en,Charlie and the Chocolate Factory,2005.0
8.5,8.381,1124940,13891,3300000,13092000,107,"Drama, Music",en,Whiplash,2014.0
8.5,8.166,1531907,13792,90000000,291465000,151,"Drama, Thriller, Crime",en,The Departed,2006.0
8.1,8.049,951779,13787,30000000,174600318,100,"Comedy, Drama",en,The Grand Budapest Hotel,2014.0
8.3,7.792,955778,13777,200000000,1066969703,103,"Animation, Family, Comedy",en,Toy Story 3,2010.0
8.4,8.188,1416142,13723,9000000,39723096,113,"Mystery, Thriller",en,Memento,2000.0
8.3,8.101,1165407,13709,20000000,72258126,108,"Science Fiction, Drama, Romance",en,Eternal Sunshine of the Spotless Mind,2004.0
8.5,8.316,1335644,13652,16000000,45284974,111,"Crime, Drama, Action",en,Léon: The Professional,1994.0
8.0,7.672,878211,13567,13000000,329398046,108,"Drama, Thriller, Horror",en,Black Swan,2010.0
8.1,7.897,1235396,13556,54000000,132511035,132,"Action, Thriller, Science Fiction",en,V for Vendetta,2006.0
6.5,6.5,913432,13550,115000000,924317558,136,"Adventure, Action, Science Fiction",en,Star Wars: Episode I - The Phantom Menace,1999.0
8.0,7.862,718606,13407,23000000,47351251,126,"Romance, Science Fiction, Drama",en,Her,2013.0
7.1,7.239,734717,13345,300000000,961000000,169,"Adventure, Fantasy, Action",en,Pirates of the Caribbean: At World's End,2007.0
7.4,7.309,609723,13301,250000000,956019788,144,"Action, Adventure, Fantasy",en,The Hobbit: The Battle of the Five Armies,2014.0
8.3,8.132,1156931,13296,1200000,2859750,99,"Crime, Thriller",en,Reservoir Dogs,1992.0
7.8,7.746,712206,13291,44000000,155760117,188,"Drama, Mystery, Western",en,The Hateful Eight,2015.0
8.5,8.147,1049307,13206,11000000,104931801,117,"Horror, Science Fiction",en,Alien,1979.0
7.5,7.202,700395,13170,90000000,524028679,129,"Action, Adventure, Crime, Mystery",en,Sherlock Holmes,2009.0
6.4,6.627,463446,13149,200000000,1025467110,108,"Family, Fantasy, Adventure",en,Alice in Wonderland,2010.0
6.6,6.538,599650,13126,379000000,1045713802,137,"Adventure, Action, Fantasy",en,Pirates of the Caribbean: On Stranger Tides,2011.0
6.3,6.398,688379,13098,258000000,894983373,139,"Fantasy, Action, Adventure",en,Spider-Man 3,2007.0
7.5,7.396,647357,13079,17000000,341000000,91,"Horror, Drama, Science Fiction",en,A Quiet Place,2018.0
6.8,6.9,547723,12965,160000000,1148528393,143,"Action, Adventure, Fantasy",en,Aquaman,2018.0
8.0,7.876,857529,12916,30000000,152159461,136,"Action, Crime, Thriller",en,Kill Bill: Vol. 2,2004.0
7.3,6.936,522606,12906,120000000,461983149,117,"Animation, Adventure, Comedy, Family",en,Cars,2006.0
7.9,7.589,660005,12904,90000000,497366869,92,"Animation, Comedy, Family",en,Toy Story 2,1999.0
7.3,7.184,655168,12836,90000000,589390539,98,"Action, Adventure, Comedy, Science Fiction",en,Men in Black,1997.0
7.9,7.606,794116,12828,178000000,370541256,114,"Action, Science Fiction",en,Edge of Tomorrow,2014.0
7.6,7.175,904744,12812,65000000,456082343,117,"Action, Adventure, War",en,300,2007.0
6.9,6.827,493298,12796,90000000,995339117,119,"Adventure, Action, Comedy, Fantasy",en,Jumanji: Welcome to the Jungle,2017.0
8.1,7.931,871895,12770,28000000,41722424,118,"Science Fiction, Drama, Thriller",en,Blade Runner,1982.0
7.6,7.411,907691,12753,113000000,850000000,140,"Adventure, Action, Science Fiction",en,Star Wars: Episode III - Revenge of the Sith,2005.0
8.1,8.195,664878,12668,40000000,175302354,139,"Drama, History, War",en,Hacksaw Ridge,2016.0
5.4,6.286,519121,12638,37000000,393616788,122,"Fantasy, Drama, Romance",en,Twilight,2008.0
7.1,7.012,472836,12591,185000000,538983207,93,"Animation, Adventure, Comedy, Family, Action, Fantasy",en,Brave,2012.0
7.0,6.951,486895,12512,140000000,622674139,119,"Action, Adventure, Science Fiction",en,Ant-Man and the Wasp,2018.0
6.9,7.09,420607,12477,180000000,758539785,97,"Fantasy, Adventure, Action, Family, Romance",en,Maleficent,2014.0
7.0,6.934,488017,12429,110000000,303144152,116,"Drama, Romance, Science Fiction",en,Passengers,2016.0
7.9,7.398,694283,12426,120000000,609016565,127,"Adventure, Drama",en,Life of Pi,2012.0
7.7,7.572,629827,12362,15000000,36869414,108,"Drama, Science Fiction",en,Ex Machina,2015.0
6.6,6.498,579593,12349,200000000,708962323,141,"Action, Adventure, Fantasy",en,The Amazing Spider-Man 2,2014.0
8.0,7.544,738806,12331,150000000,259239658,164,"Science Fiction, Drama",en,Blade Runner 2049,2017.0
7.5,7.348,556661,12296,59000000,383257136,81,"Animation, Comedy, Family, Adventure",en,Ice Age,2002.0
6.6,6.6,808930,12288,120000000,649398328,142,"Adventure, Action, Science Fiction",en,Star Wars: Episode II - Attack of the Clones,2002.0
6.0,6.098,500632,12263,300000000,657926987,120,"Action, Adventure, Science Fiction",en,Justice League,2017.0
7.8,7.57,745292,12255,250000000,958400000,161,"Fantasy, Adventure, Action",en,The Hobbit: The Desolation of Smaug,2013.0
7.6,7.437,943104,12237,95000000,374251247,162,"Comedy, Drama, Thriller",en,Once Upon a Time… in Hollywood,2019.0
8.6,8.455,801579,12218,20000000,230098753,116,"Comedy, Drama",it,Life Is Beautiful,1997.0
6.8,6.513,487476,12215,178000000,543934787,144,"Action, Adventure, Science Fiction, Fantasy",en,X-Men: Apocalypse,2016.0
7.7,7.471,692469,12157,18000000,103215094,120,"Drama, Comedy",en,Birdman or (The Unexpected Virtue of Ignorance),2014.0
6.6,6.92,513549,12118,85000000,288885818,139,"Action, Adventure, Science Fiction",en,Divergent,2014.0
7.3,7.427,562476,12107,58800000,542307423,133,"War, Action",en,American Sniper,2014.0
8.1,7.813,877302,12089,165000000,494879471,98,"Fantasy, Adventure, Animation, Family",en,How to Train Your Dragon,2010.0
7.5,7.481,363396,12061,200000000,1242805359,118,"Action, Adventure, Animation, Family",en,Incredibles 2,2018.0
7.8,7.716,559221,12049,20000000,53000000,105,"Fantasy, Drama, Romance",en,Edward Scissorhands,1990.0
7.4,7.323,560223,12007,40000000,171539887,122,"Action, Thriller, Crime",en,John Wick: Chapter 2,2017.0
7.7,7.296,757728,11986,160000000,353624124,132,"Action, Science Fiction, Adventure",en,X-Men: First Class,2011.0
8.2,8.2,927913,11946,2200000,26589000,137,"Science Fiction, Drama",en,A Clockwork Orange,1971.0
7.8,7.579,737142,11899,150000000,335802786,166,"Drama, Fantasy, Romance",en,The Curious Case of Benjamin Button,2008.0
8.1,7.646,989620,11874,6400000,78371200,108,"Action, Thriller, Science Fiction",en,The Terminator,1984.0
7.8,7.752,613177,11817,40000000,332000000,108,"Adventure, Comedy, Science Fiction",en,Back to the Future Part II,1989.0
8.6,8.104,1267309,11744,102000000,520000000,137,"Action, Thriller, Science Fiction",en,Terminator 2: Judgment Day,1991.0
8.7,8.464,1368902,11726,25000000,46835000,145,"Drama, Crime",en,GoodFellas,1990.0
7.8,7.572,752605,11718,15000000,78054825,100,"Drama, Thriller, Crime",en,Drive,2011.0
6.9,6.878,554008,11567,180000000,411002906,131,"Action, Science Fiction, Adventure",en,Pacific Rim,2013.0
6.6,6.9,406558,11557,160000000,653428261,137,"Action, Adventure, Science Fiction",en,The Hunger Games: Mockingjay - Part 2,2015.0
7.7,7.3,491119,11546,165000000,471222889,101,"Family, Animation, Comedy, Adventure",en,Wreck-It Ralph,2012.0
8.0,7.8,900779,11515,6000000,7500000,114,"Fantasy, Drama, Mystery",en,Donnie Darko,2001.0
6.9,6.407,700501,11513,50000000,549368315,107,"Comedy, Fantasy",en,Ted,2012.0
7.2,7.379,634904,11505,105000000,351040419,143,"Drama, Romance",en,The Great Gatsby,2013.0
7.6,7.6,432082,11502,150000000,690860472,107,"Adventure, Comedy, Family, Animation",en,Moana,2016.0
7.3,7.247,470284,11490,19500000,195333312,123,"Drama, Fantasy, Romance",en,The Shape of Water,2017.0
8.4,7.924,1099231,11483,18000000,389925971,115,"Adventure, Action",en,Raiders of the Lost Ark,1981.0
7.5,7.3,659449,11466,23600000,102391540,88,"Comedy, Horror",en,Zombieland,2009.0
7.2,7.042,328658,11429,200000000,1028570889,97,"Adventure, Animation, Comedy, Family",en,Finding Dory,2016.0
7.4,7.918,324478,11414,20000000,207945075,110,"Drama, Romance",en,Me Before You,2016.0
8.2,7.99,755310,11395,100000000,394638258,119,"War, History, Thriller",en,1917,2019.0
7.8,8.167,351396,11367,4000000,43143046,132,"Romance, Drama",en,Call Me by Your Name,2017.0
7.7,7.13,768262,11327,21000000,236412453,122,"Drama, Comedy, Romance",en,Silver Linings Playbook,2012.0
7.4,7.249,546338,11323,150000000,928760770,93,"Animation, Family, Comedy, Fantasy, Adventure",en,Shrek 2,2004.0
5.9,5.819,417475,11300,200000000,791217826,158,"Action, Adventure, Science Fiction",en,2012,2009.0
9.0,8.591,1472478,11293,13000000,102600000,202,"Drama, Crime",en,The Godfather Part II,1974.0
8.3,8.0,1269579,11260,15000000,356296601,122,Drama,en,American Beauty,1999.0
7.0,6.535,690263,11255,130000000,403354469,124,"Science Fiction, Adventure, Mystery",en,Prometheus,2012.0
7.8,7.358,808806,11190,40000000,224920315,121,Drama,en,The Social Network,2010.0
6.5,6.648,378190,11176,230000000,795922298,128,"Adventure, Action, Fantasy",en,Pirates of the Caribbean: Dead Men Tell No Tales,2017.0
7.9,7.847,853474,11156,40000000,312897920,131,"Comedy, Crime, Mystery",en,Knives Out,2019.0
8.3,8.149,1186317,11111,10000000,225933435,127,Drama,en,Good Will Hunting,1997.0
4.2,5.882,352631,11101,40000000,571006128,125,"Drama, Romance, Thriller",en,Fifty Shades of Grey,2015.0
7.0,7.384,518816,11089,35000000,326706115,109,"Comedy, Drama, Romance",en,The Devil Wears Prada,2006.0
8.2,8.2,1009196,11081,1900000,28600000,114,"Crime, Drama",en,Taxi Driver,1976.0
7.6,7.503,443999,11079,36000000,433888866,136,"Music, Drama, Romance",en,A Star Is Born,2018.0
7.6,7.518,597636,11021,68000000,211817906,135,"War, Drama, Action",en,Fury,2014.0
6.6,6.204,557188,11006,150000000,163712074,114,"Science Fiction, Action, Adventure",en,The Incredible Hulk,2008.0
7.6,7.12,616789,10997,28000000,96188903,117,"Action, Crime",en,Kick-Ass,2010.0
7.1,6.939,608061,10972,120000000,347234916,115,"Action, Science Fiction",en,"I, Robot",2004.0
8.2,7.933,1165848,10964,25000000,171627166,122,"Crime, Drama, Thriller",en,No Country for Old Men,2007.0
7.6,7.289,600922,10799,93000000,482860185,105,"Thriller, Action, Drama, Science Fiction",en,Rise of the Planet of the Apes,2011.0
7.7,7.43,664037,10774,85000000,450717150,116,"Thriller, Crime",en,Ocean's Eleven,2001.0
8.2,7.944,1128199,10754,40000000,672806292,107,"Mystery, Thriller, Drama",en,The Sixth Sense,1999.0
8.3,7.905,832051,10750,10000000,173921954,122,"Comedy, Romance",fr,Amélie,2001.0
8.3,8.168,998338,10749,25000000,66023329,169,"Action, Crime, Drama",en,Scarface,1983.0
8.2,8.091,910824,10748,46000000,122126687,153,"Drama, Thriller, Crime",en,Prisoners,2013.0
8.5,8.352,1259137,10729,20000000,23875127,119,Drama,en,American History X,1998.0
7.5,7.541,612533,10683,13000000,320406242,112,"Horror, Thriller",en,The Conjuring,2013.0
7.6,7.598,420983,10655,14000000,307166834,126,"Romance, Drama",en,The Fault in Our Stars,2014.0
7.8,7.88,674832,10629,29000000,115603229,123,"Romance, Drama",en,The Notebook,2004.0
8.1,7.945,778176,10603,20000000,187000000,134,"Drama, History",en,12 Years a Slave,2013.0
8.3,8.076,772395,10575,12000000,71923560,149,"Science Fiction, Mystery, Adventure",en,2001: A Space Odyssey,1968.0
6.7,6.953,477965,10556,40000000,173930596,109,"Action, Thriller, Science Fiction",en,In Time,2011.0
8.0,7.645,495254,10547,28000000,504050219,95,"Animation, Family, Adventure, Fantasy, Romance",en,Aladdin,1992.0
8.2,8.242,666836,10542,23000000,319700000,130,"Drama, Comedy",en,Green Book,2018.0
7.7,7.599,536051,10539,260000000,592461732,100,"Animation, Family",en,Tangled,2010.0
7.8,7.662,680510,10531,90000000,429632142,143,"Adventure, Drama",en,Cast Away,2000.0
7.3,6.996,684810,10530,75000000,296339527,104,"Adventure, Action, Science Fiction",en,X-Men,2000.0
7.3,6.916,453659,10523,76000000,970761885,98,"Animation, Comedy, Family",en,Despicable Me 2,2013.0
7.6,7.24,568727,10503,130000000,631744560,90,"Action, Adventure, Animation, Family, Comedy",en,Kung Fu Panda,2008.0
7.1,6.8,710024,10477,150000000,709709780,143,"Adventure, Science Fiction, Action",en,Transformers,2007.0
7.9,7.512,466017,10467,10500000,792965500,115,"Science Fiction, Adventure, Family, Fantasy",en,E.T. the Extra-Terrestrial,1982.0
